Acido:; Incluye solo Stock;;;;;;;;;;;;;;;;;;;;;;;;;;
Fecha:; 26/2/2023;;;;;;;;;;;;;;;;;;;;;;;;;;
Region:; Cuyo;;;;;;;;;;;;;;;;;;;;;;;;;;
Region;Cadena;Local;Seccion;Familia;Item;Descripcion;Codigo Interno;% NS;% NS1;% NS2;Stock;Pend Entrega;Dias Stock;Dias Obj;Cob Obj Un;Vta Prom DiariaNeta;Pco Uni;Promo;UxB;Fecha Ult Vta;Dias Sin Vta con Stk;Forma Entrega;Vigencia;Rol Local;Costo;Carga Gondola;CD Abastece
Cuyo;Vea;546 - B° Dalvian;Comestible;Especias y Condimentos;'7790150406915;AJI TRITURADO ALICANTE ST21 S25G 0.03KGM;11550105006;387;0;0;31;0;30;7;8;1,02;106,78;;25;26/2/2023;0;AL;V;SI;71,03;0;9221
Cuyo;Vea;548 - SAN CARLOS;Comestible;Especias y Condimentos;'7790150406915;AJI TRITURADO ALICANTE ST21 S25G 0.03KGM;11550105006;287;0;0;23;0;21;7;8;1,05;106,78;;25;26/2/2023;0;AL;V;SI;71,03;0;9221
Cuyo;Vea;550 - Catamarca IV;Comestible;Especias y Condimentos;'7790150406915;AJI TRITURADO ALICANTE ST21 S25G 0.03KGM;11550105006;337;0;0;27;0;94;27;8;0,29;0;;25;25/2/2023;1;XD;V;SI;71,03;0;268
Cuyo;Vea;584 - SM 584 San Rafael III Mz;Comestible;Especias y Condimentos;'7790150406915;AJI TRITURADO ALICANTE ST21 S25G 0.03KGM;11550105006;433;0;0;39;50;134;3;9;0,29;106,78;;25;26/2/2023;0;AL;V;SI;71,03;0;9221
Cuyo;Vea;64 - Esteco.;Comestible;Especias y Condimentos;'7790150406915;AJI TRITURADO ALICANTE ST21 S25G 0.03KGM;11550105006;1325;0;0;106;0;87;6;8;1,21;107,84;;25;26/2/2023;0;XD;V;SI;71,03;0;268
Cuyo;Vea;6420 - BASE DE TRANSFERENCIA S;Comestible;Especias y Condimentos;'7790150406915;AJI TRITURADO ALICANTE ST21 S25G 0.03KGM;11550105006;0;0;0;0;0;0;9;3;0;0;;25;  /  /    ;0;  ;V;SI;71,03;0;0
Cuyo;Vea;645 - Ciudad de Nieva;Comestible;Especias y Condimentos;'7790150406915;AJI TRITURADO ALICANTE ST21 S25G 0.03KGM;11550105006;400;0;0;32;0;89;22;8;0,36;106,78;;25;26/2/2023;0;XD;V;SI;71,03;0;268
Cuyo;Vea;646 - Guemes 955;Comestible;Especias y Condimentos;'7790150406915;AJI TRITURADO ALICANTE ST21 S25G 0.03KGM;11550105006;937;0;0;75;0;70;7;8;1,07;106,78;;25;26/2/2023;0;XD;V;SI;71,03;0;268
Cuyo;Vea;647 - VEA EXODO;Comestible;Especias y Condimentos;'7790150406915;AJI TRITURADO ALICANTE ST21 S25G 0.03KGM;11550105006;800;0;0;64;0;299;37;8;0,21;106,78;;25;26/2/2023;0;XD;V;SI;71,03;0;268
Cuyo;Vea;655 - Ciudad Judicial;Comestible;Especias y Condimentos;'7790150406915;AJI TRITURADO ALICANTE ST21 S25G 0.03KGM;11550105006;475;0;0;38;0;132;27;8;0,29;0;;25;23/2/2023;3;XD;V;SI;71,03;0;268
Cuyo;Vea;656 - Salta Sur;Comestible;Especias y Condimentos;'7790150406915;AJI TRITURADO ALICANTE ST21 S25G 0.03KGM;11550105006;2187;0;0;175;0;64;2;8;2,7;0;;25;21/11/2022;45;XD;V;SI;71,03;0;268
Cuyo;Vea;657 - Salta IV.;Comestible;Especias y Condimentos;'7790150406915;AJI TRITURADO ALICANTE ST21 S25G 0.03KGM;11550105006;300;0;0;24;0;23;7;8;1,02;107,84;;25;26/2/2023;0;XD;V;SI;71,03;0;268
Cuyo;Vea;658 - Salta V.;Comestible;Especias y Condimentos;'7790150406915;AJI TRITURADO ALICANTE ST21 S25G 0.03KGM;11550105006;0;0;0;0;0;0;13;8;0,6;0;;25;16/2/2023;0;XD;V;SI;71,03;0;268
Cuyo;Vea;659 - Tucumán V.;Comestible;Especias y Condimentos;'7790150406915;AJI TRITURADO ALICANTE ST21 S25G 0.03KGM;11550105006;0;0;19;9;75;5;29;47;1,62;0;;25;25/2/2023;1;XD;V;SI;71,03;0;268
Cuyo;Vea;660 - Tucumán VI.;Comestible;Especias y Condimentos;'7790150406915;AJI TRITURADO ALICANTE ST21 S25G 0.03KGM;11550105006;187;0;0;15;0;18;9;8;0,83;108,38;;25;26/2/2023;0;XD;V;SI;71,03;0;268
Cuyo;Vea;70 - Yerba Buena.;Comestible;Especias y Condimentos;'7790150406915;AJI TRITURADO ALICANTE ST21 S25G 0.03KGM;11550105006;1025;0;0;82;0;88;8;8;0,93;108,38;;25;26/2/2023;0;XD;V;SI;71,03;0;268
Cuyo;Vea;705 - La Rioja II;Comestible;Especias y Condimentos;'7790150406915;AJI TRITURADO ALICANTE ST21 S25G 0.03KGM;11550105006;200;0;0;16;0;20;10;8;0,79;0;;25;25/2/2023;1;AL;V;SI;71,03;0;9221
Cuyo;Vea;708 - La Rioja.;Comestible;Especias y Condimentos;'7790150406915;AJI TRITURADO ALICANTE ST21 S25G 0.03KGM;11550105006;1075;0;0;86;0;722;67;8;0,12;0;;25;25/1/2023;32;AL;V;SI;71,03;0;9221
Cuyo;Vea;71 - Terminal.;Comestible;Especias y Condimentos;'7790150406915;AJI TRITURADO ALICANTE ST21 S25G 0.03KGM;11550105006;350;0;0;28;25;15;4;8;1,79;0;;25;24/12/2022;64;XD;V;SI;71,03;0;268
Cuyo;Vea;72 - America y Belgrano Tucuma;Comestible;Especias y Condimentos;'7790150406915;AJI TRITURADO ALICANTE ST21 S25G 0.03KGM;11550105006;1475;0;0;118;0;159;10;8;0,74;0;;25;23/2/2023;3;XD;V;SI;71,03;0;268
Cuyo;Vea;727 - Colón y Roca;Comestible;Especias y Condimentos;'7790150406915;AJI TRITURADO ALICANTE ST21 S25G 0.03KGM;11550105006;66;0;0;6;50;6;9;9;0,91;108,38;;25;26/2/2023;0;XD;V;SI;71,03;0;268
Cuyo;Vea;728 - Tafi Viejo;Comestible;Especias y Condimentos;'7790150406915;AJI TRITURADO ALICANTE ST21 S25G 0.03KGM;11550105006;912;0;0;73;0;62;6;8;1,17;0;;25;24/2/2023;2;XD;V;SI;71,03;0;268
Cuyo;Vea;729 - Ledesma - Jujuy;Comestible;Especias y Condimentos;'7790150406915;AJI TRITURADO ALICANTE ST21 S25G 0.03KGM;11550105006;212;0;0;17;0;29;14;8;0,57;106,78;;25;26/2/2023;0;XD;V;SI;71,03;0;268
Cuyo;Vea;73 - Mate de Luna;Comestible;Especias y Condimentos;'7790150406915;AJI TRITURADO ALICANTE ST21 S25G 0.03KGM;11550105006;887;0;0;71;0;213;24;8;0,33;108,38;;25;26/2/2023;0;XD;V;SI;71,03;0;268
Cuyo;Vea;730 - La Banda;Comestible;Especias y Condimentos;'7790150406915;AJI TRITURADO ALICANTE ST21 S25G 0.03KGM;11550105006;312;0;0;25;0;17;5;8;1,41;0;;25;15/2/2023;11;XD;V;SI;71,03;0;268
Cuyo;Vea;731 - Ituzaingó  Salta;Comestible;Especias y Condimentos;'7790150406915;AJI TRITURADO ALICANTE ST21 S25G 0.03KGM;11550105006;512;0;0;41;0;46;9;8;0,88;0;;25;19/2/2023;7;XD;V;SI;71,03;0;268
Cuyo;Vea;769 - Catamarca Peatonal.;Comestible;Especias y Condimentos;'7790150406915;AJI TRITURADO ALICANTE ST21 S25G 0.03KGM;11550105006;800;0;0;64;0;29;3;8;2,19;111,05;;25;26/2/2023;0;XD;V;SI;71,03;0;268
Cuyo;Vea;803 - Vea 50.;Comestible;Especias y Condimentos;'7790150406915;AJI TRITURADO ALICANTE ST21 S25G 0.03KGM;11550105006;312;0;0;25;0;42;13;8;0,6;0;;25;12/2/2023;14;AL;V;SI;71,03;0;9221
Cuyo;Vea;804 - Base de Trans.Tucuman.;Comestible;Especias y Condimentos;'7790150406915;AJI TRITURADO ALICANTE ST21 S25G 0.03KGM;11550105006;0;0;0;0;0;0;9;3;0;0;;25;  /  /    ;0;  ;V;SI;71,03;0;0
Cuyo;Vea;815 - Vea 51.;Comestible;Especias y Condimentos;'7790150406915;AJI TRITURADO ALICANTE ST21 S25G 0.03KGM;11550105006;500;0;0;40;0;239;47;8;0,17;0;;25;31/1/2023;26;AL;V;SI;71,03;0;9221
Cuyo;Rincon Jumbo;8216 - Rincón Neuquen;Comestible;Especias y Condimentos;'7790150406915;AJI TRITURADO ALICANTE ST21 S25G 0.03KGM;11550105006;0;0;0;0;0;0;9;3;0;0;;25;  /  /    ;0;EB;V;SI;71,03;0;0
